id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,apr,int_rate,installment,grade,sub_grade,emp_name,emp_length,home_ownership,annual_inc,is_inc_v,accept_d,exp_d,list_d,issue_d,loan_status,pymnt_plan,url,desc,purpose,title,addr_city,addr_state,acc_now_delinq,acc_open_past_24mths,bc_open_to_buy,percent_bc_gt_75,bc_util,dti,delinq_2yrs,delinq_amnt,earliest_cr_line,fico_range_low,fico_range_high,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,mths_since_recent_inq,mths_since_recent_loan_delinq,mths_since_recent_revol_delinq,mths_since_recent_bc,mort_acc,open_acc,pub_rec_gt_100,pub_rec,total_bal_ex_mort,revol_bal,revol_util,total_bc_limit,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,last_fico_range_high,last_fico_range_low,total_il_high_credit_limit,mths_since_oldest_il_open,num_rev_accts,mths_since_recent_bc_dlq,pub_rec_bankruptcies,num_accts_ever_120_pd,chargeoff_within_12_mths,collections_12_mths_ex_med,tax_liens,mths_since_last_major_derog,num_sats,num_tl_op_past_12m,mo_sin_rcnt_tl,tot_hi_cred_lim,tot_cur_bal,avg_cur_bal,num_bc_tl,num_actv_bc_tl,num_bc_sats,pct_tl_nvr_dlq,num_tl_90g_dpd_24m,num_tl_30dpd,num_tl_120dpd_2m,num_il_tl,mo_sin_old_il_acct,num_actv_rev_tl,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,total_rev_hi_lim,num_rev_tl_bal_gt_0,num_op_rev_tl,tot_coll_amt
"169525","142952","9000.0","9000.0","350.51"," 36 months","10.65%","  9.96%","290.24","B","B5","The New York Mets","8 years","RENT","38000","FALSE","2007-11-28","2007-12-12","2007-11-28","2007-12-13","Fully Paid","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=169525","A loan to pay for my girlfriends wedding ring, I currently work two jobs, and am graduating at the end of year from a five year bachelors of architecture program, and have a job already waiting to go full time upon graduation. ","wedding","Wedding Ring","New Hyde Park","NY","0","","","","","3.38","0","0","2003-01-11 06:59","695","699","2","0","0","","","","","","9","","0","","3305.0","55.1%","","10","f","0.00","0.00","10478.569999999998","407.93","9000.00","1448.57","29.99586549063","2011-01-18","1.46","null","2011-01-07","564","560","","","","","","","0","0","0","","","","","","","","","","","","","","","","","","","","","","",""
"1695967","1988809","24000.0","24000.0","23925.0"," 60 months","18.17%"," 15.80%","581.09","C","C3","Northrop Grumman Technical Services","7 years","MORTGAGE","89900","TRUE","2013-01-11","2013-01-25","2013-01-11","2013-01-16","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=1695967","  Borrower added on 01/11/13 > I've simply decided that I want to live debt free.  In order to do that responsibly I have to make lasting effort to pay everything off, budget properly, and plan investments.  I like the finality of loans and I've found that I pay them off faster than credit cards.<br>","debt_consolidation","Debt Consolidation","Marietta","GA","0","6","34249","50","44","24.55","0","0","1995-07-13 08:08","665","669","0","","","10","","","4","4","25","0","0","154194","60779.0","59.7%","61200","43","f","22641.64","22570.88","2900.2","2891.15","1358.36","1541.84","0.0","2013-06-20","581.09","2013-07-16","2013-06-25","754","750","86168","159","24","","0","0","0","0","0","","25","4","4","338306","303146","13180","16","6","10","100","0","0","0","14","159","9","213","4","101800","9","17","0"
"2301501","2734085","8750.0","8750.0","8675.0"," 36 months","19.49%"," 15.80%","306.77","C","C3","MILITARY","9 years","RENT","50000","FALSE","2012-12-17","2012-12-31","2012-12-17","2012-12-24","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=2301501","  Borrower added on 12/17/12 > I am looking to get out of debt and will be using these funds to get me there. I am excited about using this site and look forward to becoming an investor. Thank you ahead of time for your consideration.<br>","debt_consolidation","DEC 2015","belle chasse","LA","0","4","14361","50","61.7","21.66","0","0","1998-04-22 06:53","665","669","1","","","2","","","13","0","12","0","0","46159","27323.0","54.9%","37500","16","f","7567.16","7502.30","1832.82","1817.10","1182.84","649.98","0.0","2013-06-28","306.77","2013-07-24","2013-06-25","684","680","18800","1","14","","0","0","0","0","0","","12","2","1","68600","46159","4196","10","4","7","100","0","0","0","2","60","6","178","2","49800","6","11","0"
"2368587","2831081","20000.0","20000.0","19975.0"," 60 months","23.50%"," 21.00%","541.07","E","E2","Dept. of the Navy","7 years","MORTGAGE","128000","FALSE","2013-03-13","2013-03-27","2013-03-13","2013-03-18","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=2368587","  Borrower added on 03/13/13 > After starting on one bathroom, I found the leak had caused damage to the other bathroom also.  I will need to repair and replace a lot of flooring, framing and drywall.  This is more than I had planned on.  I will have to bring in some professionals.  Thanks for your help.<br>","home_improvement","Bathroom Fix","POQUOSON","VA","0","9","1925","77.8","87.2","22.69","0","0","1982-12-27 08:59","675","679","2","32","","0","37","34","2","5","21","0","0","89985","53553.0","88.4%","15000","37","f","19418.45","19394.17","1618.35","1616.34","581.55","1036.80","0.0","2013-06-26","541.07","2013-07-18","2013-06-25","694","690","47314","95","19","","0","1","0","0","0","32","21","5","2","455339","425368","21268","10","9","9","86","0","0","0","13","132","15","367","2","60600","15","16","0"
"2372220","2835005","10000.0","10000.0","10000.0"," 36 months","22.24%"," 18.49%","363.99","D","D2","Bashaw land & seed","2 years","MORTGAGE","61500","TRUE","2012-12-18","2013-01-01","2012-12-18","2012-12-24","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=2372220","  Borrower added on 12/18/12 > Farm expensives<br>","small_business","operating farm loan","SHERIDAN","OR","0","3","761","60","90.8","22.11","0","0","2000-04-19 06:42","665","669","1","43","","6","","43","6","4","12","0","0","36029","20710.0","82.8%","8300","30","f","8698.34","8698.34","2171.76","2171.76","1301.66","870.10","0.0","2013-06-28","363.99","2013-07-24","2013-06-25","669","665","29562","","13","","0","0","0","0","0","","12","2","3","220875","200766","16731","9","5","5","96","0","0","0","13","154","8","112","6","25000","8","8","0"
"2382506","2845244","29700.0","29700.0","29625.0"," 60 months","24.00%"," 21.49%","811.7","E","E3","","n/a","MORTGAGE","66000","TRUE","2012-12-13","2012-12-27","2012-12-13","2012-12-21","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=2382506","  Borrower added on 12/15/12 > This loan will be to combine my debts into one loan, making my payments lower.<br>","debt_consolidation","Combining Debt","FRANKFORT","KY","0","6","2241","0","22.7","20.93","1","0","1980-08-02 01:25","695","699","2","14","","1","14","29","1","6","14","0","0","44635","2964.0","26.7%","2900","63","f","27947.02","27876.43","4862.04","4849.80","1752.98","3109.06","0.0","2013-06-27","811.7","2013-07-21","2013-06-25","719","715","53742","114","25","29","0","7","0","0","0","32","14","3","1","204842","177272","14773","16","1","3","84","0","0","0","31","114","4","394","1","11100","4","8","0"
"2382639","2845382","35000.0","35000.0","34925.0"," 60 months","26.20%"," 23.63%","999.38","F","F3","","10+ years","OWN","150000","TRUE","2012-12-12","2012-12-26","2012-12-12","2013-01-10","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=2382639","","other","consolidate","BRIDGEWATER","NJ","0","9","22477","0","36.1","13.87","0","0","1983-09-16 08:49","715","719","1","34","","1","35","34","6","3","19","0","0","63646","20619.0","45.9%","35200","36","f","33390.80","33319.26","4984.65","4973.95","1609.20","3375.45","0.0","2013-06-14","999.38","2013-08-10","2013-06-25","724","720","43374","","23","34","0","0","0","0","0","34","19","3","6","101251","63646","3536","18","9","12","72","0","0","0","9","137","11","356","6","44900","11","17","0"
"2474859","2967040","22000.0","22000.0","21925.0"," 60 months","24.00%"," 21.49%","601.26","E","E3","Worby Groner Edelman LLP","1 year","RENT","50000","TRUE","2012-12-14","2012-12-28","2012-12-14","2012-12-27","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=2474859","  Borrower added on 12/14/12 > I would like to be able to get out from under a heavy credit card debt burden, and end the disruption of high aggregate monthly payments. This loan will exactly pay off all of my credit cards, and not a dollar more. Please help me get on the path to freedom from debt!<br>","debt_consolidation","My Freedom Loan","BROOKLYN","NY","0","5","28684","75","97.2","21.22","0","0","2000-09-18 10:20","675","679","2","","","0","","","6","0","19","0","0","230156","22299.0","95.1%","48200","40","f","20703.53","20632.94","3595.86","3583.62","1296.47","2299.39","0.0","2013-07-03","601.26","2013-07-27","2013-06-25","669","665","194381","21","12","","0","0","0","0","0","","19","3","5","245781","230156","14385","10","4","4","100","0","0","0","26","143","5","149","6","51400","5","6","0"
"2477662","2970068","16000.0","16000.0","15950.0"," 60 months","19.68%"," 17.27%","399.97","C","C5","Le Duyen 2","1 year","MORTGAGE","80000","FALSE","2012-12-16","2012-12-30","2012-12-16","2012-12-31","Late (31-120 days)","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=2477662","","house","home improvements","hayward","CA","0","9","1647","60","85.3","18.79","0","0","1999-01-29 07:03","665","669","1","38","","4","","38","11","1","14","0","0","49706","10653.0","71.9%","11213","23","w","15307.26","15259.41","1597.88","1592.92","692.74","905.14","0.0","2013-05-13","399.97","2013-07-28","2013-06-25","534","530","47348","11","19","38","0","0","0","0","0","","14","6","4","318161","293116","24426","9","5","6","87","0","0","0","2","18","8","169","4","14813","8","11","0"
"2477882","2970305","19200.0","19200.0","19200.0"," 60 months","22.97%"," 20.49%","513.94","E","E1","Act-I Staffing","< 1 year","RENT","74800","TRUE","2012-12-17","2012-12-31","2012-12-17","2012-12-31","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=2477882","","debt_consolidation","2012 End Debt","COLUMBUS","OH","0","7","238","100","95.3","19.19","1","0","2001-01-19 05:31","665","669","1","8","","1","8","","20","1","17","0","0","30818","14382.0","71.8%","5700","29","w","18040.89","18040.89","3067.08","3067.08","1159.11","1907.97","0.0","2013-07-05","513.94","2013-07-28","2013-06-25","679","675","26896","","24","","0","0","0","0","0","8","17","0","14","546386","241665","18590","10","3","5","96","1","0","0","3","51","11","145","14","19500","11","15","0"
"2487342","2979720","27575.0","27575.0","27575.0"," 60 months","19.68%"," 17.27%","689.32","C","C5","Merrill Gardens at Stanwood","7 years","MORTGAGE","94000","TRUE","2012-12-16","2012-12-30","2012-12-16","2012-12-21","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=2487342","  Borrower added on 12/16/12 > My loan request is to consolidate my high interest credit card debt<br><br> Borrower added on 12/16/12 > My Christmas wish is to consolidate my debt at a lower interest rate and become debt free. 12.16.12-<br>","debt_consolidation","Debt Consolidation","SNOHOMISH","WA","0","4","294","100","98.5","18.28","0","0","1998-12-30 01:20","680","684","2","27","","0","","27","15","1","20","0","0","47347","28055.0","73.6%","20100","36","w","25758.25","25758.25","4130.4","4130.40","1816.75","2313.65","0.0","2013-06-27","689.32","2013-07-21","2013-06-25","684","680","24918","","33","","0","0","0","0","0","","20","0","15","286398","260935","13733","21","9","9","97","0","0","0","2","130","16","170","15","38100","17","18","0"
"2487626","2980031","6500.0","6500.0","6500.0"," 60 months","24.50%"," 21.98%","179.45","E","E4","Acadian Steel","< 1 year","MORTGAGE","60000","TRUE","2012-12-18","2013-01-01","2012-12-18","2012-12-24","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=2487626","","other","Other","LEXINGTON","SC","0","0","5730","0","63.5","9.68","0","0","1995-10-18 11:37","725","729","1","","111","1","","","69","1","5","1","1","10595","9970.0","63.5%","15700","17","f","6120.75","6120.75","1076.4","1076.40","379.25","697.15","0.0","2013-06-28","179.45","2013-07-24","2013-06-25","669","665","18561","209","12","","1","0","0","0","0","","5","0","54","34261","10595","2649","9","2","3","100","0","0","0","4","209","2","188","54","15700","2","3","0"
"2487867","2980297","18000.0","18000.0","17950.0"," 60 months","18.67%"," 16.29%","440.51","C","C4","Navisatar Inc","6 years","MORTGAGE","53000","FALSE","2012-12-16","2012-12-30","2012-12-16","2013-01-07","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=2487867","  Borrower added on 12/16/12 > Want to consolidate all my debts in one and can destroy ones and for all the credits cards that in the pass few years had been hurting me very bad. I had been paid every single month, never miss one payment but with the PUSH INSURANCES from them I got hurt, Just want to cut all cards and be free.<br>","debt_consolidation","Looking forwaed for a new begining","Las Vegas","NV","0","6","4524","66.7","63.5","24","0","0","2000-06-22 11:26","680","684","0","74","114","16","","","8","5","12","1","1","41077","13337.0","44.2%","12400","23","f","16783.33","16736.71","2640.959999999999","2633.64","1216.67","1424.29","0.0","2013-07-11","440.51","2013-08-07","2013-06-25","739","735","33856","51","13","","1","1","0","0","0","74","12","1","8","177063","151564","12630","5","3","3","95","0","0","0","5","83","7","139","8","30200","7","9","0"
"2524873","3027045","4750.0","4750.0","4750.0"," 36 months","22.51%"," 18.75%","173.52","D","D3","Blount International","7 years","OWN","38000","FALSE","2012-12-19","2013-01-02","2012-12-19","2012-12-24","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=2524873","","home_improvement","Home improvement","Milwaukie","OR","0","6","2475","0","38.1","12.38","0","0","2003-05-11 10:43","715","719","3","","","3","","","6","0","13","0","0","32558","3296.0","34.3%","4000","20","f","4131.82","4131.82","1038.78","1038.78","618.18","420.60","0.0","2013-06-28","173.52","2013-07-24","2013-06-25","664","660","30000","31","9","","0","0","0","0","0","","13","3","3","39600","32558","2713","3","1","1","100","0","0","0","11","117","3","68","3","9600","3","6","0"
"2524875","3027047","21000.0","21000.0","21000.0"," 60 months","19.68%"," 17.27%","524.96","C","C5","Blue Pearl Specialty and Emergency Medic","10+ years","RENT","55000","TRUE","2012-12-17","2012-12-31","2012-12-17","2012-12-24","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=2524875","  Borrower added on 12/17/12 > I have a loan that I made 7 years ago for 7,100.  I have paid $150 a month for 7 years (total of over 10,000) and still owe 5,600 - I want to pay off this loan as well as high interest credit card balance plus med expenses.<br>","debt_consolidation","newlease","PLEASANT HILL","MO","0","0","2896","100","88.6","31.48","0","0","1997-07-09 01:18","680","684","1","79","","1","","79","77","0","13","0","0","38024","32616.0","71.2%","25400","24","w","19616.29","19616.29","3145.86","3145.86","1383.71","1762.15","0.0","2013-06-28","524.96","2013-07-24","2013-06-25","689","685","12724","130","18","79","0","0","0","0","0","","13","0","36","58524","38024","3169","11","6","6","95","0","0","0","6","130","11","188","53","45800","11","12","0"
"2574660","3086819","10000.0","10000.0","10000.0"," 36 months","18.99%"," 15.31%","348.18","C","C2","United States Air Force","7 years","MORTGAGE","50000","TRUE","2012-12-17","2012-12-31","2012-12-17","2012-12-27","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=2574660","  Borrower added on 12/17/12 > I have had my first home for about 4 years now and unfortunately it is becoming more dated and I needed the extra cash to throw some improvements into it as well as giving it a new roof. I hope to find some good investors on here that will help me with improving my home. Thank you<br>","home_improvement","Home improvement","Mary Esther","FL","0","4","85","100","97.2","15.28","0","0","2006-04-23 05:17","675","679","2","67","","6","","67","75","2","6","0","0","36974","4634.0","68.1%","3000","16","f","8634.18","8634.18","2088.0","2088.00","1365.82","722.18","0.0","2013-07-03","348.18","2013-07-27","2013-06-25","649","645","34486","22","9","67","0","0","0","0","0","","6","2","4","193311","188770","37754","5","1","2","93","0","0","0","5","42","3","81","30","6800","3","4","50"
"2574723","3086886","19125.0","19125.0","19000.0"," 60 months","24.00%"," 21.49%","522.69","E","E3","McGuireWoods Law Firm","10+ years","MORTGAGE","53000","TRUE","2012-12-17","2012-12-31","2012-12-17","2012-12-24","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=2574723","","debt_consolidation","Consolidation Loan","Washington","DC","0","9","526","83.3","93.1","27.12","0","0","2001-06-18 06:07","675","679","1","","","5","","","12","1","23","0","0","38949","22654.0","66.5%","8000","35","f","17997.81","17880.17","3126.3","3105.90","1127.19","1999.11","0.0","2013-06-28","522.69","2013-07-24","2013-06-25","784","780","23070","","27","","0","0","0","0","0","","23","3","10","235926","213050","9263","19","11","12","100","0","0","0","7","104","18","140","10","33800","18","20","0"
"2584752","3096917","35000.0","35000.0","34950.0"," 60 months","20.19%"," 17.77%","884.4","D","D1","Park Slope Food Coop","3 years","MORTGAGE","96000","FALSE","2012-12-17","2012-12-31","2012-12-17","2012-12-27","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=2584752","  Borrower added on 12/18/12 > I had excellent credit until I lost my job at the end of 2008 after which  the recession decimated my 401k account. Never dreamed it would take a year to get a new job. In that year, I depleted my savings and maxed out my credit cards.  Please help me get this debt monkey off my back. Thank you!<br>","debt_consolidation","Get Rid Of Debt","Brooklyn","NY","0","2","4706","57.1","85.6","16.04","0","0","1987-07-02 06:17","690","694","1","28","","0","","","6","4","16","0","0","60192","41061.0","70.2%","32700","33","w","32721.80","32675.04","5303.160000000001","5295.60","2278.20","3024.96","0.0","2013-07-03","884.4","2013-07-27","2013-06-25","749","745","25989","","24","","0","1","0","0","0","28","16","1","6","503055","460076","30672","17","7","7","96","0","0","0","4","155","9","310","6","58500","9","12","0"
"2584884","3097057","10750.0","10750.0","10750.0"," 36 months","21.50%"," 17.77%","387.4","D","D1","City of Albuquerque","9 years","MORTGAGE","39600","TRUE","2012-12-17","2012-12-31","2012-12-17","2012-12-31","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=2584884","  Borrower added on 12/17/12 > Debt consolidation to pay down higher interest loans.<br>","debt_consolidation","Bill Payer","ALBUQUERQUE","NM","0","5","429","100","96.3","31.68","0","0","1999-12-26 07:08","660","664","1","73","","2","","73","12","6","11","0","0","55004","11293.0","96.3%","11722","33","f","9330.43","9330.43","2322.12","2322.12","1419.57","902.55","0.0","2013-07-05","387.4","2013-07-28","2013-06-25","569","565","46275","2","20","73","0","0","0","0","0","","11","4","2","176318","170071","18897","15","4","6","97","0","0","0","7","97","4","158","12","11722","4","6","0"
"2594721","3116886","30000.0","30000.0","30000.0"," 36 months","19.99%"," 16.29%","1059.02","C","C4","EMCOR ","3 years","MORTGAGE","110000","TRUE","2012-12-18","2013-01-01","2012-12-18","2012-12-31","Late (16-30 days)","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=2594721","  Borrower added on 12/19/12 > Looking for a loan to payoff high inteerst credit cards and be debt free in 3-4 years. I have been paying but debt is still there. So i figure a consolidation would be a better route to go to get them paid off for good.<br>","debt_consolidation","debt loan","UPPER MARLBORO","MD","0","1","0","100","101","26.49","1","0","1990-11-14 07:07","660","664","2","19","","4","19","","111","13","8","0","0","90158","57374.0","101%","56800","33","f","26653.29","26653.29","5292.2","5292.20","3346.70","1945.50","0.0","2013-06-19","1059.02","2013-07-28","2013-06-25","619","615","36845","125","10","","0","1","0","0","0","30","8","1","12","323645","304112","43445","7","5","5","93","0","0","0","8","125","5","269","59","56800","5","6","0"
"2594860","3117032","20000.0","20000.0","20000.0"," 36 months","24.81%"," 21.00%","753.51","E","E2","","10+ years","RENT","55000","FALSE","2012-12-18","2013-01-01","2012-12-18","2013-01-07","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=2594860","  Borrower added on 12/18/12 > to expand my business .<br>","small_business","lending loan","Reseda","CA","0","1","161","100","94.8","20.09","0","0","2003-06-09 09:57","680","684","0","64","","","","","80","0","7","0","0","20053","5967.0","48.1%","3100","16","f","17473.43","17473.43","4515.840000000001","4515.84","2526.57","1989.27","0.0","2013-07-11","753.51","2013-08-07","2013-06-25","619","615","17758","70","9","","0","1","0","0","0","64","7","0","15","51065","20053","2865","5","2","2","93","0","0","0","5","99","3","116","15","12400","3","5","0"
"2595005","3117189","11850.0","11850.0","11850.0"," 36 months","20.99%"," 17.27%","424.08","C","C5","Aussie Pet Mobile","1 year","RENT","35000","TRUE","2012-12-18","2013-01-01","2012-12-18","2012-12-31","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=2595005","","car","Sprinter Van","Loomis","CA","0","0","1486","100","86.5","22.39","0","0","1994-03-28 10:48","730","734","1","","","1","","","52","2","3","0","0","14126","9514.0","86.5%","11000","7","f","10275.73","10275.73","2540.04","2540.04","1574.27","965.77","0.0","2013-07-05","424.08","2013-07-28","2013-06-25","659","655","18657","","3","","0","0","0","0","0","","3","0","52","29657","14126","4709","3","2","2","100","0","0","0","2","185","2","228","52","11000","2","2","0"
"2595040","3117227","35000.0","35000.0","34950.0"," 36 months","18.99%"," 15.31%","1218.61","C","C2","US Customs & Border Protection","3 years","MORTGAGE","90000","TRUE","2012-12-19","2013-01-02","2012-12-19","2012-12-26","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=2595040","","debt_consolidation","Credit consolidate","EDINBURG","TX","0","6","179","100","98.4","32.08","0","0","1999-10-28 12:35","680","684","0","67","","10","","67","65","4","9","0","0","116139","41733.0","85.7%","11000","34","f","30217.97","30174.80","7310.64","7300.20","4782.04","2528.60","0.0","2013-07-02","1218.61","2013-07-26","2013-06-25","684","680","82987","","18","67","0","0","0","0","0","","9","3","9","361369","343041","38116","8","2","2","96","0","0","0","12","112","6","160","55","48700","6","6","0"
"2595621","3117855","21000.0","21000.0","20925.0"," 60 months","26.20%"," 23.63%","599.63","F","F3","Lockheed Martin","10+ years","MORTGAGE","127000","TRUE","2012-12-18","2013-01-01","2012-12-18","2012-12-26","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=2595621","","small_business","Business","COLORADO SPRINGS","CO","0","4","5338","50","80.4","17.02","2","0","1982-01-30 07:54","690","694","1","2","","1","","","1","4","14","0","0","114019","26364.0","70.9%","27300","27","f","19829.50","19758.68","3589.92","3577.08","1170.50","2419.42","0.0","2013-07-02","599.63","2013-07-26","2013-06-25","674","670","86112","84","10","","0","0","0","0","0","","14","3","1","432654","377911","26994","5","2","4","92","0","0","0","12","173","3","376","1","37200","3","6","0"
"2595673","3117914","30000.0","30000.0","30000.0"," 36 months","19.99%"," 16.29%","1059.02","C","C4","CVS PHARMACY","7 years","OWN","135000","TRUE","2012-12-18","2013-01-01","2012-12-18","2013-01-03","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=2595673","  Borrower added on 12/18/12 > THIS LOAN WILL BE USED TO CONSOLIDATE OUR CREDIT CARD DEBT<br>","debt_consolidation","CONSOLIDATION LOAN","Hilo","HI","0","4","2424","83.3","93.8","10.33","0","0","1989-07-22 09:56","670","674","0","","","10","","","10","0","9","0","0","60318","50831.0","95.2%","38900","19","f","25955.19","25955.19","6352.62","6352.62","4044.81","2307.81","0.0","2013-07-10","1059.02","2013-08-03","2013-06-25","709","705","10000","110","13","","0","0","0","0","0","","9","2","5","63400","60318","6702","8","6","6","100","0","0","0","6","110","8","285","10","53400","8","8","0"
"2604956","3127127","35000.0","35000.0","34925.0"," 36 months","22.51%"," 18.75%","1278.55","D","D3","Weatherford","3 years","MORTGAGE","105000","TRUE","2012-12-18","2013-01-01","2012-12-18","2012-12-26","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=2604956","  Borrower added on 12/18/12 > To have a better quality of life for my wife and children with some much needed improvements<br>","home_improvement","Better home life loan","Delta Junction","AK","0","2","774","100","89.8","19.33","3","0","1996-09-13 11:03","675","679","3","15","","3","","15","11","3","9","0","0","73880","13130.0","87%","7600","20","f","30439.35","30374.09","7663.74","7647.36","4560.65","3103.09","0.0","2013-07-08","1278.55","2013-07-26","2013-06-25","719","715","75347","","11","15","0","0","0","0","0","","9","2","3","271222","241179","30147","6","2","3","82","0","0","0","6","162","4","198","11","15100","4","5","0"
"2605379","3127590","15000.0","15000.0","14850.0"," 36 months","26.80%"," 22.95%","580.26","F","F1","u.s Postal service","10+ years","MORTGAGE","60000","TRUE","2012-12-18","2013-01-01","2012-12-18","2012-12-28","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=2605379","  Borrower added on 12/18/12 > consolidate credit cards<br><br> Borrower added on 12/18/12 > to pay off credit cards loans to consolidate the two cards in to one bill and may get a better credit rating also to start over a new credit rating<br>","other","Other","Randallstown","MD","0","1","244","100","98.3","23.1","1","0","1995-11-18 03:08","660","664","3","11","","0","32","","95","5","5","0","0","39320","21805.0","80.8%","14000","24","w","13160.44","13028.90","3468.18","3433.38","1839.56","1628.62","0.0","2013-07-05","580.26","2013-07-28","2013-06-25","694","690","24467","111","11","","0","1","0","0","0","11","5","1","4","51467","39320","7864","5","2","2","91","1","0","0","8","172","4","208","4","27000","4","4","0"
"2605601","3127823","25000.0","25000.0","25000.0"," 60 months","25.01%"," 22.47%","697.18","E","E5","All Medical Personnel","3 years","MORTGAGE","60000","TRUE","2012-12-18","2013-01-01","2012-12-18","2012-12-21","Late (16-30 days)","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=2605601","","credit_card","Credit Cards","FORT WORTH","TX","0","3","561","100","96.6","23.62","0","0","1999-09-28 07:31","665","669","1","29","","4","","29","13","1","16","0","0","71490","25348.0","93.9%","16700","45","f","23812.22","23812.22","3482.4","3482.40","1187.78","2294.62","0.0","2013-05-28","697.18","2013-07-21","2013-06-25","684","680","66385","153","23","","0","0","0","0","0","","16","2","4","191573","163707","10232","14","6","6","97","0","0","0","21","153","9","161","4","27000","9","9","0"
"2605759","3128004","10000.0","10000.0","9950.0"," 36 months","19.49%"," 15.80%","350.59","C","C3","Teleperformance USA","10+ years","RENT","32780","TRUE","2012-12-18","2013-01-01","2012-12-18","2012-12-24","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=2605759","  Borrower added on 12/18/12 > This loan is to pay off higher interest credit cards to lower debt quicker.<br>","credit_card","PayOffHighIntCreditCards","Columbus","OH","0","1","0","100","100.3","33.64","0","0","2001-12-16 09:34","695","699","0","","","16","","","91","0","9","0","0","26995","9016.0","61.8%","6400","12","f","8648.54","8605.31","2094.12","2083.62","1351.46","742.66","0.0","2013-06-28","350.59","2013-07-24","2013-06-25","709","705","27117","111","6","","0","0","0","0","0","","9","0","19","41717","26995","2999","4","3","3","100","0","0","0","6","134","5","122","37","14600","5","5","0"
"2644635","3186791","10000.0","10000.0","10000.0"," 36 months","21.50%"," 17.77%","360.38","D","D1","Amedisys Home Health","< 1 year","MORTGAGE","78000","TRUE","2012-12-19","2013-01-02","2012-12-19","2012-12-31","Fully Paid","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=2644635","  Borrower added on 12/19/12 > Need to replace septic system.<br>","other","Septic System","SAN ANTONIO","TX","0","1","755","0","69.8","2.34","0","0","1994-08-26 07:09","680","684","0","68","","","","73","108","4","6","0","0","4287","4172.0","83.4%","2500","34","f","0.00","0.00","10293.34","10293.34","10000.00","293.34","0.0","2013-03-06","9933.2","null","2013-02-01","679","675","426","89","7","","0","0","0","0","0","","6","1","12","188776","151772","30354","3","1","1","94","0","0","0","23","169","2","223","93","5000","2","3","2200"
"2644659","3186816","4950.0","4950.0","4950.0"," 60 months","23.50%"," 21.00%","133.92","E","E2","Brandywine Realty Trust","10+ years","OWN","55000","TRUE","2012-12-19","2013-01-02","2012-12-19","2013-01-04","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=2644659","  Borrower added on 12/19/12 > finish remodeling a antique car [1964 Chevy Nova] so I can sell it<br>","car","remodel collector car","Midlothian","VA","0","6","87","100","98.4","28.19","0","0","1999-09-29 07:32","745","749","2","","","1","","","2","3","10","0","0","30172","5935.0","27%","5500","19","f","4654.52","4654.52","800.82","800.82","295.48","505.34","0.0","2013-07-10","133.92","2013-08-04","2013-06-25","754","750","28798","","14","","0","0","0","0","0","","10","4","1","216573","190267","27181","5","1","1","100","0","0","0","2","28","4","161","1","22000","4","7","0"
